anon_id,label,split,call_duration_s,caller_turn_count,agent_turn_count,caller_speech_s,agent_speech_s,caller_speech_ratio,agent_speech_ratio,caller_turn_mean_s,caller_turn_std_s,caller_turn_cv,caller_turn_median_s,caller_turn_p10_s,caller_turn_p90_s,agent_turn_mean_s,agent_turn_std_s,response_count,response_latency_mean_s,response_latency_std_s,response_latency_cv,response_latency_median_s,response_latency_p90_s,caller_pause_mean_s,caller_pause_std_s,caller_pause_cv,overlap_event_count,overlap_total_s,overlap_per_minute,caller_overlap_ratio,caller_interrupts_agent,agent_interrupts_caller,caller_interrupt_rate,agent_interrupt_rate
call_0e1e2f29bfdc,human,val,130.0,12.0,27.0,23.960000000000008,79.39999999999998,0.18430769230769237,0.6107692307692306,1.9966666666666673,1.4721375237690562,0.7372975912031998,1.0200000000000022,0.5900000000000021,4.080000000000001,2.9407407407407398,2.0211876338685526,9.0,1.6022222222222215,1.7220516044518128,1.0747894896023802,1.0799999999999983,2.628000000000002,8.654545454545454,8.186823519463637,0.9459564990976892,6.0,2.8600000000000048,2.7692307692307696,0.11936560934891502,3.0,3.0,0.25,0.1111111111111111
call_10aa0d1d33f0,human,val,136.0,16.0,19.0,25.00000000000003,77.54,0.1838235294117649,0.5701470588235295,1.5625000000000018,1.2742031823849762,0.8154900367263839,0.8600000000000065,0.3200000000000003,3.41,4.081052631578948,3.220960783004189,12.0,1.4249999999999978,0.8896488071143572,0.6243149523609534,1.1600000000000001,2.8219999999999983,6.598666666666665,4.67385617617354,0.7083031182319977,6.0,3.660000000000018,2.6470588235294117,0.14640000000000056,4.0,2.0,0.25,0.10526315789473684
call_10ceaf16fbbf,synthetic,train,161.0,9.0,18.0,37.39999999999998,77.00000000000001,0.2322981366459626,0.47826086956521746,4.155555555555553,2.7007287539605227,0.6499079889209818,3.9200000000000017,1.3999999999999915,7.272000000000003,4.277777777777779,3.6378191811938256,9.0,3.55111111111111,0.5831798739943778,0.16422462033633922,3.5999999999999943,4.011999999999998,10.132500000000002,5.179864259804495,0.5112128556431773,1.0,0.21999999999999886,0.3726708074534162,0.005882352941176444,0.0,1.0,0.0,0.05555555555555555
call_11d3230256a1,human,train,123.0,13.0,17.0,26.180000000000003,69.41999999999999,0.21284552845528457,0.564390243902439,2.013846153846154,1.8430139966142343,0.9151711977076029,1.5,0.2760000000000048,4.5200000000000005,4.083529411764705,3.1318345331853963,10.0,1.864,0.8850220336240233,0.4747972283390683,1.5900000000000034,3.232,6.391666666666666,5.263607497609306,0.8235109513860714,4.0,2.28000000000001,1.9512195121951221,0.08708938120702864,3.0,1.0,0.23076923076923078,0.058823529411764705
call_120d6007bcc1,synthetic,val,157.0,16.0,24.0,52.71999999999999,72.27999999999999,0.335796178343949,0.4603821656050955,3.2949999999999995,3.4310967634271123,1.0413040253193058,2.1500000000000004,0.46999999999999176,6.650000000000002,3.0116666666666663,2.20388986919845,13.0,4.498461538461538,5.17540610989774,1.1504835743616728,2.180000000000007,12.764000000000006,4.573333333333334,4.180409336682501,0.9140836742017128,4.0,3.499999999999993,1.5286624203821655,0.06638846737481019,3.0,1.0,0.1875,0.041666666666666664
call_1612f093f8b5,human,train,131.16,45.0,22.0,71.79999999999997,71.28000000000003,0.5474229948154923,0.5434583714547121,1.595555555555555,1.6201612478811496,1.0154213949115845,0.8400000000000034,0.34800000000000186,4.4479999999999995,3.2400000000000015,3.0287711279419147,21.0,2.55047619047619,2.13732025407535,0.8380083147046743,2.0200000000000102,5.179999999999993,1.3390909090909096,2.0286581079640458,1.5149517438971145,33.0,33.62,15.096065873741995,0.4682451253481896,24.0,8.0,0.5333333333333333,0.36363636363636365
call_16581bcbc272,human,train,102.54,15.0,14.0,31.420000000000012,48.180000000000035,0.3064170079968794,0.469865418373318,2.0946666666666673,2.1730159277424126,1.0374041666497829,1.240000000000009,0.488,4.303999999999999,3.441428571428574,2.054979517252309,11.0,1.225454545454545,0.9723482694100879,0.7934592702901314,0.9399999999999977,2.139999999999999,5.0371428571428565,3.5348134494551444,0.7017496921777089,6.0,3.5,3.510825043885313,0.11139401654996813,4.0,2.0,0.26666666666666666,0.14285714285714285
call_1761edbd6952,human,train,164.0,36.0,17.0,112.42,83.71999999999994,0.6854878048780488,0.5104878048780485,3.122777777777778,6.8910830511091605,2.20671579647687,0.8900000000000006,0.29999999999999716,7.219999999999992,4.924705882352938,3.1571806440837604,10.0,6.8100000000000005,5.30694073831619,0.7792864520288091,5.719999999999999,14.224,1.457142857142857,1.5473711742889622,1.0619213941198762,37.0,41.09999999999996,13.536585365853659,0.3655933107987899,25.0,12.0,0.6944444444444444,0.7058823529411765
call_181a5049ecae,synthetic,val,142.0,16.0,18.0,30.180000000000014,71.03999999999998,0.21253521126760574,0.5002816901408449,1.8862500000000009,1.603585338390197,0.8501446459325096,1.4100000000000072,0.38000000000000256,4.290000000000006,3.9466666666666654,3.8990654150848916,13.0,3.7061538461538466,1.694650127092444,0.45725304383980425,3.319999999999993,6.0440000000000005,6.713333333333332,7.982923997856651,1.1891147961057575,3.0,1.500000000000007,1.267605633802817,0.04970178926441373,3.0,0.0,0.1875,0.0
call_185e958a253b,human,val,135.2,18.0,23.0,30.21999999999999,78.60000000000001,0.22352071005917157,0.5813609467455623,1.6788888888888884,1.6397760310782594,0.9767031290340397,1.2899999999999991,0.2939999999999984,3.442,3.4173913043478263,2.621856656101127,11.0,1.2909090909090892,0.6499993642717805,0.5035206342950419,1.1399999999999988,1.7799999999999998,5.723529411764707,5.47857532057857,0.9572022656714869,8.0,4.380000000000004,3.550295857988166,0.14493712772998033,7.0,1.0,0.3888888888888889,0.043478260869565216
call_186e9d6ee732,synthetic,train,117.0,11.0,20.0,16.499999999999993,67.0,0.14102564102564097,0.5726495726495726,1.4999999999999993,1.3664818795991145,0.9109879197327434,0.7600000000000051,0.3399999999999963,3.7399999999999984,3.35,3.058852726105001,7.0,3.400000000000001,1.6045649165517022,0.4719308578093241,2.460000000000001,5.492000000000003,6.206,4.0946115810904455,0.659782723346833,4.0,1.8800000000000026,2.0512820512820515,0.11393939393939415,4.0,0.0,0.36363636363636365,0.0
call_189410107163,synthetic,train,196.0,40.0,18.0,70.08,82.20000000000003,0.3575510204081633,0.41938775510204096,1.752,2.090343512440001,1.1931184431735165,0.539999999999992,0.280000000000001,4.609999999999995,4.566666666666668,3.6520922466139614,27.0,10.372592592592591,10.013210752538866,0.9653527469776099,5.199999999999989,27.256000000000007,3.093333333333333,3.7075068223277525,1.1985474641145755,16.0,6.99999999999999,4.8979591836734695,0.09988584474885831,13.0,3.0,0.325,0.16666666666666666
call_18bd3c505fd5,synthetic,train,141.0,12.0,16.0,35.379999999999995,73.05999999999999,0.2509219858156028,0.5181560283687943,2.948333333333333,2.0540927978604637,0.6966962570470766,2.960000000000001,0.41600000000000503,5.5140000000000065,4.566249999999999,3.785159961943485,9.0,3.2066666666666643,1.4780467591460782,0.46092934276904757,2.859999999999985,4.6880000000000015,8.652727272727274,5.7718330015989805,0.6670536143894598,5.0,1.9799999999999933,2.127659574468085,0.05596382136800434,3.0,2.0,0.25,0.125
call_198ef413fe4a,human,val,128.0,11.0,21.0,31.080000000000016,70.7,0.24281250000000013,0.55234375,2.825454545454547,2.469686633181566,0.874084715733501,1.0600000000000023,0.4200000000000017,6.440000000000005,3.3666666666666667,2.4981084907877866,7.0,1.1914285714285733,0.24044177028536193,0.2018096393282411,1.0600000000000023,1.5479999999999996,8.937999999999999,3.870043410609242,0.43298762705406607,4.0,1.8600000000000092,1.875,0.05984555984556011,4.0,0.0,0.36363636363636365,0.0
call_1a2f3635b411,synthetic,train,140.0,9.0,12.0,34.56,70.43999999999998,0.24685714285714289,0.503142857142857,3.8400000000000003,3.0120941404795287,0.7843995157498772,2.960000000000008,0.8679999999999993,7.436000000000004,5.869999999999998,4.746967453016712,9.0,2.9644444444444438,0.8702887274553218,0.2935756576873275,2.6599999999999966,4.0760000000000005,11.592500000000001,7.820376829155997,0.674606584356782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
call_1ad99899456c,synthetic,train,178.0,15.0,20.0,70.22000000000001,70.77999999999997,0.394494382022472,0.3976404494382021,4.681333333333334,4.242492768277734,0.9062573557984336,2.880000000000024,0.5080000000000013,9.935999999999998,3.538999999999999,3.1218102120404394,13.0,3.6646153846153826,3.8961057784262425,1.0631690831137948,2.239999999999995,10.548000000000005,5.442857142857143,4.506197999218775,0.8279103935572552,4.0,2.7200000000000273,1.348314606741573,0.038735403019083264,2.0,2.0,0.13333333333333333,0.1
call_1ba56b3cce45,synthetic,train,162.0,8.0,23.0,55.260000000000026,70.15999999999993,0.34111111111111125,0.433086419753086,6.907500000000003,5.194987367645854,0.752079242511162,5.400000000000009,1.340000000000002,13.664000000000001,3.0504347826086926,1.842558425150886,8.0,2.657500000000001,0.3991788446298248,0.1502084081391626,2.6500000000000057,3.1599999999999993,13.814285714285713,7.045482559044194,0.510014249362041,1.0,0.14000000000000057,0.37037037037037035,0.0025334781035106857,0.0,1.0,0.0,0.043478260869565216
call_1bf0aa4d4324,human,train,164.0,12.0,22.0,40.93999999999998,86.10000000000002,0.2496341463414633,0.5250000000000001,3.4116666666666653,1.7032999018245638,0.49925742115033644,2.980000000000004,1.6539999999999795,5.906000000000001,3.9136363636363645,2.4353561349692225,12.0,3.8483333333333345,4.461475528218091,1.1593266855482258,1.5199999999999996,10.376000000000007,9.710909090909091,7.3766036217039295,0.7596202943151397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
call_1c1c0cce9fb5,human,val,145.0,26.0,27.0,32.120000000000054,84.52000000000001,0.22151724137931073,0.582896551724138,1.2353846153846175,1.1529001249999282,0.9332317325653201,0.6899999999999986,0.29000000000000625,3.2299999999999995,3.130370370370371,1.9516327096039767,13.0,1.3999999999999995,0.9864622102785764,0.7046158644846977,1.1599999999999966,2.5120000000000005,4.347999999999998,3.9825057438753304,0.9159396835039862,15.0,7.0800000000000205,6.206896551724138,0.2204234122042344,13.0,2.0,0.5,0.07407407407407407
call_1cc930924760,synthetic,train,118.0,25.0,8.0,33.020000000000024,18.900000000000002,0.27983050847457647,0.16016949152542376,1.320800000000001,1.550818932048483,1.1741512205091473,0.8000000000000114,0.30800000000000055,3.4599999999999995,2.3625000000000003,2.052594394906115,22.0,15.127272727272725,12.456438343216215,0.8234424385539566,11.52,31.098000000000003,3.0933333333333324,3.2528432007843366,1.0515656899087298,7.0,3.8599999999999914,3.5593220338983054,0.1168988491823134,3.0,4.0,0.12,0.5
call_1ee2936b46a7,synthetic,train,105.0,10.0,13.0,30.940000000000012,51.80000000000001,0.2946666666666668,0.49333333333333346,3.094000000000001,2.509853382171953,0.8112001881615876,2.3500000000000014,0.45600000000000734,5.957999999999995,3.9846153846153856,3.6057744615346685,8.0,1.8599999999999999,0.2592296279363155,0.13937076770769652,1.8599999999999994,2.120000000000002,7.202222222222222,5.378619768796078,0.7468000296076011,4.0,2.8600000000000065,2.2857142857142856,0.09243697478991614,2.0,2.0,0.2,0.15384615384615385
call_224586045e67,human,train,143.0,19.0,18.0,45.64000000000002,69.54000000000002,0.3191608391608393,0.48629370629370644,2.402105263157896,2.0424020402905048,0.8502550123908758,1.7000000000000028,0.4199999999999989,5.932000000000002,3.8633333333333346,3.425137466827672,15.0,2.6226666666666643,3.0450735440854118,1.1610600701901683,0.8799999999999999,7.635999999999996,4.922222222222221,5.303403053758716,1.0774408009893557,7.0,3.0800000000000196,2.937062937062937,0.06748466257668752,4.0,3.0,0.21052631578947367,0.16666666666666666
call_22d0f235a47e,human,train,205.0,18.0,34.0,34.83999999999999,102.38000000000011,0.16995121951219508,0.499414634146342,1.935555555555555,1.4534794354017526,0.7509365624922949,1.8400000000000016,0.29400000000000803,3.6220000000000008,3.0111764705882385,2.264488988849987,14.0,3.612857142857142,2.4494035092284023,0.6779685474337216,2.8900000000000006,6.244,8.598823529411765,5.59152076793692,0.6502657891293449,6.0,2.239999999999998,1.7560975609756098,0.06429391504018366,4.0,2.0,0.2222222222222222,0.058823529411764705
call_22eacbc23d18,human,train,160.02,18.0,17.0,38.08000000000001,87.43999999999997,0.23797025371828529,0.546431696037995,2.1155555555555563,2.1863674140308165,1.0334719919263309,1.5199999999999991,0.48999999999999855,4.083999999999998,5.143529411764704,3.8107416927856614,14.0,1.9457142857142873,1.3570225510586151,0.6974418397511232,1.3900000000000006,3.328000000000002,7.130588235294118,6.195873836284573,0.8689148260752164,6.0,3.200000000000008,2.2497187851518556,0.08403361344537834,4.0,2.0,0.2222222222222222,0.11764705882352941
call_23991b635849,human,train,202.0,16.0,29.0,52.13999999999996,114.55999999999996,0.2581188118811879,0.567128712871287,3.2587499999999974,3.105257386675057,0.9528983158189672,1.7999999999999972,0.2700000000000031,6.649999999999995,3.9503448275862056,2.87536322474177,11.0,1.8436363636363635,1.7379573837607742,0.9426790543081123,0.960000000000008,5.140000000000001,8.822666666666668,6.390120986508957,0.7242845307362425,6.0,3.6799999999999855,1.7821782178217822,0.07057920981971592,5.0,1.0,0.3125,0.034482758620689655
call_24e1989c4d6d,synthetic,train,155.0,35.0,25.0,35.19999999999999,71.41999999999999,0.22709677419354832,0.460774193548387,1.0057142857142853,0.9077516517332745,0.9025939718938812,0.7399999999999807,0.2479999999999933,2.299999999999997,2.8567999999999993,1.9808174474191227,21.0,4.716190476190476,5.609748722146437,1.189466106270953,2.219999999999999,10.659999999999997,3.400000000000001,2.6643529177997856,0.7836332111175838,16.0,6.799999999999997,6.193548387096774,0.19318181818181818,14.0,2.0,0.4,0.08
call_253156878935,synthetic,train,138.0,11.0,24.0,22.80000000000002,72.11999999999999,0.16521739130434795,0.5226086956521738,2.0727272727272745,1.7990355542956438,0.8679557498794765,1.2800000000000011,0.6600000000000108,4.720000000000002,3.0049999999999994,2.8506972831221473,9.0,3.839999999999998,1.2217655712578865,0.3181681175150748,3.74,5.535999999999998,7.907999999999999,5.819155952541573,0.7358568478175992,4.0,2.3799999999999955,1.7391304347826089,0.10438596491228042,2.0,2.0,0.18181818181818182,0.08333333333333333
call_26be2ced1f65,synthetic,train,210.0,10.0,28.0,47.16000000000001,106.74000000000005,0.22457142857142862,0.5082857142857146,4.716000000000001,2.4690694603433085,0.5235516243306421,4.980000000000004,1.259999999999998,6.8220000000000045,3.812142857142859,2.226216131759477,10.0,3.564,0.7447308238551684,0.20895926595262862,3.4000000000000057,4.438,13.908888888888887,7.543256656620815,0.5423335190093254,2.0,1.240000000000009,0.5714285714285714,0.02629346904156083,0.0,2.0,0.0,0.07142857142857142
call_2741c273bfcc,synthetic,train,191.0,24.0,19.0,60.63999999999993,69.91999999999996,0.317486910994764,0.3660732984293192,2.5266666666666637,1.6155975846588648,0.6394185691262005,1.819999999999995,1.2119999999999904,4.287999999999995,3.679999999999998,3.0749582795629333,23.0,10.306956521739131,6.983066745493894,0.6775100613615099,7.700000000000003,20.584000000000007,5.0408695652173945,7.877864372400894,1.5627986938521687,3.0,1.6399999999999757,0.9424083769633509,0.027044854881266123,1.0,2.0,0.041666666666666664,0.10526315789473684
call_290aacdf95ca,synthetic,train,134.0,11.0,16.0,20.259999999999998,72.28000000000002,0.15119402985074626,0.539402985074627,1.8418181818181816,0.9477419881133557,0.5145687003576956,1.6599999999999984,0.9399999999999995,3.4200000000000017,4.517500000000001,2.975960979246872,11.0,3.2909090909090897,1.7027542103387814,0.5174115003791879,2.559999999999988,5.099999999999998,9.764,9.353975839181969,0.9580065382201934,1.0,0.40000000000000213,0.44776119402985076,0.019743336623889544,0.0,1.0,0.0,0.0625
call_29a23dea3118,synthetic,train,163.0,15.0,22.0,38.98000000000004,83.51999999999998,0.23914110429447877,0.5123926380368097,2.598666666666669,1.8645530891401882,0.7175037541586146,2.0799999999999983,0.8400000000000032,5.3999999999999995,3.7963636363636355,2.796794505166986,15.0,2.4226666666666676,0.90255538457328,0.3725462511997577,2.1000000000000014,3.6079999999999983,8.059999999999999,8.003906189212508,0.9930404701256215,1.0,0.2599999999999909,0.36809815950920244,0.006670087224217308,0.0,1.0,0.0,0.045454545454545456
call_29e423c5b8aa,human,train,161.0,35.0,26.0,43.93999999999993,98.63999999999997,0.2729192546583846,0.612670807453416,1.2554285714285693,1.2387836035105295,0.9867416049810789,0.6400000000000006,0.24799999999999545,3.436000000000001,3.793846153846153,2.8302202644957033,12.0,1.5816666666666688,1.4136821503514239,0.8937927188733964,1.1600000000000072,2.498000000000002,3.2894117647058843,3.126159964647921,0.950370518580376,24.0,10.859999999999946,8.944099378881988,0.24715521165225227,23.0,1.0,0.6571428571428571,0.038461538461538464
