anon_id,label,split,call_duration_s,caller_turn_count,agent_turn_count,caller_speech_s,agent_speech_s,caller_speech_ratio,agent_speech_ratio,caller_turn_mean_s,caller_turn_std_s,caller_turn_cv,caller_turn_median_s,caller_turn_p10_s,caller_turn_p90_s,agent_turn_mean_s,agent_turn_std_s,response_count,response_latency_mean_s,response_latency_std_s,response_latency_cv,response_latency_median_s,response_latency_p90_s,caller_pause_mean_s,caller_pause_std_s,caller_pause_cv,overlap_event_count,overlap_total_s,overlap_per_minute,caller_overlap_ratio,caller_interrupts_agent,agent_interrupts_caller,caller_interrupt_rate,agent_interrupt_rate,caller_turn_iqr_s,caller_turn_mad_s,caller_short_turn_ratio,caller_long_turn_ratio,caller_duration_delta_mean_s,caller_turns_per_minute,agent_turns_per_minute,speech_balance_ratio,response_latency_iqr_s,response_latency_mad_s,response_under_0_5_ratio,response_under_1_ratio,response_under_2_ratio,response_delta_abs_mean_s,response_latency_trend_s_per_response,clean_response_ratio,response_early_mean_s,response_middle_mean_s,response_late_mean_s,response_late_minus_early_s,caller_speech_early_ratio,caller_speech_middle_ratio,caller_speech_late_ratio,overlap_event_mean_s,overlap_event_p90_s,caller_interrupt_overlap_mean_s,agent_interrupt_overlap_mean_s,vad_caller_dynamic_range_db,vad_agent_dynamic_range_db,vad_caller_echo_removed_per_minute,vad_agent_echo_removed_per_minute
call_0615c3630150,human,train,146.14,21.0,13.0,47.40000000000002,92.64000000000004,0.32434651703845646,0.6339126864650338,2.257142857142858,2.280445117070961,1.0103237860440963,0.7999999999999972,0.4399999999999977,5.120000000000001,7.12615384615385,4.531023892542713,9.0,1.7288888888888854,1.8297567807069905,1.0583426109487757,0.8599999999999994,4.4679999999999955,4.428999999999999,4.483523056704405,1.0123104666300304,13.0,13.700000000000028,5.337347748734091,0.28902953586497937,12.0,1.0,0.5714285714285714,0.07692307692307693,2.539999999999992,0.4599999999999973,0.47619047619047616,0.14285714285714285,2.0590000000000033,8.621869440262762,5.337347748734091,0.3384747215081405,0.7199999999999918,0.3199999999999932,0.1111111111111111,0.5555555555555556,0.7777777777777778,2.2950000000000017,0.11566666666666521,0.42857142857142855,0.846666666666667,2.764999999999997,0.9799999999999898,0.13333333333332276,0.39865882030929234,0.3680032845216916,0.20637744628438534,1.0538461538461559,2.547999999999999,4.816666666666673,2.5799999999999983,42.203,38.784,1.863966059942521,0.04105652114410839
call_064d8dd77899,synthetic,train,140.38,10.0,12.0,27.220000000000013,80.52000000000001,0.19390226527995452,0.5735859809089615,2.7220000000000013,2.2110350517348176,0.812283266618228,2.0700000000000003,0.3980000000000061,5.186,6.710000000000001,5.192041987503568,7.0,2.768571428571428,0.7402591934379391,0.2673794816339306,2.6999999999999993,3.639999999999998,8.708888888888888,3.904778964990479,0.4483670666613207,3.0,1.940000000000012,1.282233936458185,0.07127112417340231,3.0,0.0,0.3,0.0,4.389999999999997,1.6799999999999926,0.3,0.3,1.5844444444444417,4.274113121527283,5.12893574583274,0.252645257100427,0.9700000000000082,0.54,0.0,0.0,0.0,1.090000000000004,-0.006428571428570879,0.7,2.7133333333333334,2.766666666666661,2.940000000000012,0.22666666666667856,0.2875053426414018,0.1864938025359741,0.10770765066248766,0.6466666666666706,0.932000000000005,1.1400000000000006,0.0,27.365,39.382999999999996,0.0,0.08548226243054567
call_06b5a78ea12e,synthetic,train,133.1,12.0,13.0,53.03999999999998,61.66,0.3984973703981967,0.46326070623591287,4.419999999999998,6.133335144927269,1.387632385730152,1.1499999999999986,0.3559999999999967,14.204000000000004,4.743076923076923,3.3316371226710415,5.0,1.6480000000000026,0.2193080025899638,0.13307524429002637,1.6600000000000108,1.8879999999999995,6.370909090909094,3.6336444378648904,0.5703494408749112,7.0,5.819999999999968,3.155522163786627,0.10972850678732976,7.0,0.0,0.5833333333333334,0.0,5.384999999999999,0.7300000000000004,0.3333333333333333,0.3333333333333333,6.021818181818185,5.40946656649136,5.860255447032307,0.4624237140366172,0.1999999999999984,0.14000000000001034,0.0,0.0,0.8,0.2949999999999957,0.09400000000000172,0.4166666666666667,1.430000000000002,1.7199999999999989,1.8300000000000054,0.40000000000000346,0.450939143501127,0.49120961682945147,0.2533433508640116,0.8314285714285669,1.2879999999999967,2.0114285714285716,0.0,51.659,39.312999999999995,0.270473328324568,0.09015777610818934
call_0847d7417bb1,synthetic,val,115.4,10.0,10.0,28.65999999999999,56.36000000000001,0.2483535528596186,0.48838821490467943,2.8659999999999988,2.6865301040561604,0.9373796594752832,1.4799999999999969,0.6799999999999993,6.4079999999999995,5.636000000000001,4.563400486479354,10.0,3.2340000000000004,2.6932515664155847,0.8327926921507682,1.9399999999999977,5.049999999999998,8.280000000000001,5.958888785298442,0.7196725586109228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1449999999999996,0.8799999999999972,0.2,0.2,3.0733333333333324,5.1993067590987865,5.1993067590987865,0.33709715361091497,1.3400000000000065,0.27999999999999403,0.0,0.0,0.5,2.1866666666666656,-0.4631515151515151,1.0,5.085000000000001,2.273333333333331,1.726666666666669,-3.3583333333333316,0.28804159445407274,0.36637781629116134,0.09064124783362175,0.0,0.0,0.0,0.0,52.379000000000005,38.274,0.0,0.0
call_092aef8d1243,human,train,134.76,24.0,13.0,44.84,94.1,0.33273968536657766,0.6982784208964085,1.8683333333333334,1.7615515572610656,0.9428465070085988,1.0399999999999991,0.39800000000000535,5.003999999999994,7.238461538461538,7.015435559869006,7.0,0.8371428571428574,0.5784144407828382,0.690938751788373,0.7199999999999989,1.4199999999999964,3.5199999999999996,4.560068649368834,1.295474048116146,20.0,19.639999999999993,8.904719501335707,0.43800178412132007,17.0,3.0,0.7083333333333334,0.23076923076923078,1.4000000000000021,0.5300000000000011,0.20833333333333334,0.125,2.2869565217391297,10.685663401602849,5.78806767586821,0.32272923564128403,0.27999999999999003,0.11999999999999034,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.786666666666664,0.008571428571427722,0.2916666666666667,0.9733333333333348,0.653333333333336,0.9799999999999898,0.006666666666654941,0.5489759572573463,0.3802315227070349,0.06901157613535193,0.9819999999999997,1.878000000000003,4.338823529411763,1.3333333333333357,39.277,38.80799999999999,2.1816562778272486,0.1157613535173642
call_098d8081babe,synthetic,train,147.9,9.0,12.0,35.98000000000002,71.10000000000001,0.24327248140635577,0.4807302231237323,3.9977777777777797,1.9867884625852177,0.4969732118751237,3.979999999999997,0.9879999999999995,6.672000000000001,5.925000000000001,5.870872308836795,9.0,3.3422222222222233,0.7160660704739126,0.21424849183062536,3.1799999999999926,4.236000000000006,12.3575,6.887433756487248,0.5573484731124618,2.0,0.8799999999999955,0.8113590263691682,0.02445803224013327,0.0,2.0,0.0,0.16666666666666666,2.1000000000000085,1.2800000000000082,0.0,0.3333333333333333,1.4500000000000037,3.6511156186612572,4.86815415821501,0.33601045946955554,1.1799999999999926,0.7199999999999847,0.0,0.0,0.0,0.7825000000000014,-0.08666666666666684,1.0,3.8800000000000003,3.4466666666666677,2.995000000000001,-0.8849999999999993,0.27261663286004056,0.2734279918864099,0.1837728194726167,0.4399999999999977,0.48799999999999955,0.0,0.4399999999999977,59.525999999999996,39.641,0.056795131845841784,0.04056795131845842
call_099dffdf8486,synthetic,train,101.4,8.0,12.0,30.979999999999986,44.220000000000006,0.3055226824457592,0.43609467455621304,3.8724999999999983,2.9463526180686546,0.7608399271965541,3.780000000000001,0.6739999999999938,8.0,3.6850000000000005,2.2997409274379876,7.0,2.2685714285714274,0.23972773672460657,0.10567343558389464,2.259999999999991,2.515999999999998,7.602857142857145,3.2962910511478714,0.43355951443132457,3.0,1.0399999999999778,1.7751479289940826,0.03357004519044475,1.0,2.0,0.125,0.16666666666666666,5.280000000000006,3.0700000000000074,0.375,0.375,2.6428571428571455,4.733727810650887,7.10059171597633,0.41196808510638283,0.2500000000000018,0.17999999999998906,0.0,0.0,0.0,0.30333333333333545,-0.06285714285714336,0.875,2.4300000000000006,2.179999999999996,2.219999999999999,-0.21000000000000174,0.3644970414201184,0.34319526627218916,0.20887573964497008,0.3466666666666593,0.6079999999999928,1.1400000000000006,0.1799999999999926,57.584,37.702,0.03550295857988165,0.11834319526627218
call_0a9c546208d1,human,train,117.38,7.0,9.0,20.340000000000003,76.48,0.1732833532117908,0.6515590390185723,2.905714285714286,1.2232375910188638,0.4209765554145548,2.8200000000000003,1.5999999999999988,4.348000000000001,8.497777777777777,5.905398241868341,7.0,1.1657142857142841,0.08466018508588098,0.0726251587746529,1.1599999999999966,1.2679999999999993,13.103333333333332,5.829504457689537,0.44488713744768793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000082,0.9000000000000057,0.0,0.14285714285714285,1.2433333333333374,3.5781223377065943,4.600443005622764,0.2100805618673828,0.13999999999999835,0.07999999999999119,0.0,0.0,1.0,0.0999999999999986,-0.02000000000000062,1.0,1.2199999999999986,1.0933333333333313,1.2199999999999989,2.220446049250313e-16,0.3020957573692282,0.12506389504174453,0.09269040722439971,0.0,0.0,0.0,0.0,42.628,38.777,0.03066962003748509,0.020446413358323395
call_0ab7d2a0c0f5,human,train,128.52,15.0,13.0,31.019999999999996,73.48,0.2413632119514472,0.5717398070339247,2.0679999999999996,2.2225006936631844,1.0747102000305535,0.9600000000000009,0.4399999999999986,4.899999999999999,5.6523076923076925,4.878452077714428,11.0,1.3036363636363648,0.7445715391146134,0.5711497161967043,1.2800000000000011,1.6799999999999997,6.514285714285714,6.201296770245159,0.9519534515727218,6.0,3.119999999999993,2.801120448179271,0.10058027079303654,4.0,2.0,0.26666666666666666,0.15384615384615385,2.460000000000002,0.5200000000000009,0.4,0.13333333333333333,2.3628571428571434,7.002801120448178,6.069094304388421,0.29684210526315785,0.29999999999999627,0.1399999999999988,0.18181818181818182,0.18181818181818182,0.9090909090909091,0.6599999999999993,0.08018181818181824,0.7333333333333333,1.080000000000001,1.4000000000000021,1.4733333333333338,0.39333333333333287,0.36321195144724544,0.25163398692810474,0.10924369747899142,0.5199999999999988,0.8299999999999972,0.8850000000000002,1.2399999999999998,41.839,40.338,0.6162464985994397,0.01867413632119514
call_0cf2f4a71328,synthetic,val,159.0,12.0,12.0,54.39999999999998,70.34000000000002,0.3421383647798741,0.4423899371069184,4.533333333333331,3.1585791461070287,0.6967453998765507,3.8900000000000006,1.2800000000000045,7.2579999999999965,5.861666666666668,6.058445666083743,12.0,4.0616666666666665,2.1857029126169505,0.5381295640419246,3.4100000000000037,7.0119999999999925,8.390909090909092,8.1459297750979,0.9708041985490452,3.0,2.2200000000000095,1.1320754716981132,0.04080882352941196,0.0,3.0,0.0,0.25,4.354999999999984,2.249999999999991,0.0,0.4166666666666667,4.338181818181817,4.528301886792453,4.528301886792453,0.4361071027737693,2.880000000000008,1.1899999999999995,0.0,0.0,0.08333333333333333,2.572727272727271,-0.23895104895104896,1.0,5.168000000000001,3.2159999999999966,3.4100000000000037,-1.7579999999999973,0.3622641509433961,0.4286792452830191,0.2354716981132071,0.7400000000000032,1.0640000000000007,0.0,2.1333333333333364,51.632000000000005,37.010000000000005,0.08301886792452831,0.06037735849056604
call_0e101713ee94,synthetic,train,209.34,14.0,16.0,77.93999999999998,101.71999999999993,0.3723129836629406,0.4859080920989774,5.567142857142856,4.0948302399339545,0.7355353266496713,4.689999999999998,0.8259999999999877,11.513999999999996,6.3574999999999955,6.081553563851924,13.0,2.5938461538461572,2.987032328277936,1.1515842309493807,1.8000000000000114,2.619999999999999,7.327692307692309,6.188279435098575,0.8445059065324528,4.0,3.859999999999964,1.1464603038119805,0.049525275853219974,1.0,3.0,0.07142857142857142,0.1875,8.020000000000003,3.230000000000004,0.14285714285714285,0.42857142857142855,3.0476923076923104,4.012611063341932,4.585841215247922,0.43381943671379286,0.4200000000000017,0.2599999999999909,0.07692307692307693,0.07692307692307693,0.6923076923076923,2.3933333333333326,-0.3330769230769221,0.9285714285714286,4.204,1.733333333333339,1.5000000000000058,-2.703999999999994,0.42848953854972777,0.45457151046145006,0.2338779019776439,0.964999999999991,1.367999999999995,1.4399999999999977,3.5933333333333337,43.632999999999996,38.718999999999994,0.2866150759529951,0.011464603038119806
call_0e1e2f29bfdc,human,val,129.44,10.0,14.0,24.75999999999998,85.82000000000001,0.19128553770086512,0.6630098887515452,2.475999999999998,2.5747512501210688,1.0398833805012402,1.1699999999999982,0.418,4.775999999999995,6.130000000000001,6.635970162681564,7.0,0.842857142857142,0.3379650990313408,0.4009755412236251,0.8599999999999994,1.211999999999992,10.504444444444447,7.815442137363001,0.7440128965122381,5.0,2.9000000000000004,2.3176761433868975,0.11712439418416812,3.0,2.0,0.3,0.14285714285714285,2.7900000000000116,0.759999999999998,0.3,0.1,3.1088888888888926,4.635352286773795,6.489493201483313,0.22391029119189712,0.4200000000000008,0.3199999999999932,0.14285714285714285,0.5714285714285714,1.0,0.2266666666666617,0.14571428571428593,0.7,0.54,1.0399999999999956,1.1000000000000014,0.5600000000000014,0.24304697156983934,0.24412855377008613,0.08668108776266986,0.5800000000000001,0.9480000000000017,1.2666666666666684,1.3399999999999999,42.513,36.964,0.1761433868974042,0.06489493201483314
call_10aa0d1d33f0,human,val,136.16,14.0,13.0,24.58,81.52000000000001,0.1805229142185664,0.5987074030552292,1.7557142857142856,1.3673786928996376,0.7788161798451965,1.0800000000000018,0.43599999999999783,3.654000000000001,6.270769230769232,2.968922263765764,9.0,1.604444444444445,0.7738376388868815,0.4823087776995797,1.0799999999999983,2.755999999999996,7.627692307692309,4.210861694833699,0.5520492338930828,5.0,2.6399999999999935,2.2032902467685074,0.1074043938161104,5.0,0.0,0.35714285714285715,0.0,2.6049999999999973,0.6500000000000004,0.42857142857142855,0.0,1.4661538461538497,6.169212690951821,5.7285546415981194,0.2316682375117813,1.3599999999999994,0.28000000000000114,0.0,0.3333333333333333,0.6666666666666666,1.027499999999999,-0.09033333333333331,0.6428571428571429,1.646666666666668,1.75,1.25,-0.39666666666666806,0.18287309048178613,0.23560517038777867,0.12309048178613441,0.5279999999999987,0.6559999999999975,2.2599999999999993,0.0,47.56,39.336,0.5023501762632198,0.03525264394829612
call_10ceaf16fbbf,synthetic,train,161.3,8.0,10.0,38.54,80.96,0.23893366398016117,0.5019218846869187,4.8175,2.5667379589665975,0.532794594492288,4.149999999999995,2.2920000000000016,7.672000000000002,8.096,7.5238117998790965,8.0,3.2875,0.3395493336762697,0.10328496841863717,3.4200000000000017,3.641999999999997,11.437142857142858,3.832454320986613,0.33508843675875954,1.0,0.21999999999999886,0.3719776813391196,0.005708354955889955,0.0,1.0,0.0,0.1,2.935000000000006,1.6999999999999993,0.125,0.375,2.951428571428574,2.975821450712957,3.719776813391196,0.322510460251046,0.5699999999999967,0.24999999999999467,0.0,0.0,0.0,0.3514285714285676,-0.0788095238095235,1.0,3.366666666666666,3.4200000000000017,3.1199999999999997,-0.24666666666666615,0.3029138251704899,0.27662740235585853,0.13725976441413507,0.21999999999999886,0.21999999999999886,0.0,0.21999999999999886,58.85,39.774,0.007439553626782393,0.044637321760694355
call_11d3230256a1,human,train,123.16,10.0,10.0,26.980000000000015,73.21999999999997,0.2190646313738228,0.5945112049366675,2.6980000000000013,2.4174771974105576,0.8960256476688496,1.83,0.4200000000000017,6.628000000000002,7.321999999999997,4.358022028397744,8.0,1.3674999999999997,0.4264900350535748,0.311875711190914,1.2700000000000031,1.9899999999999953,8.448888888888886,4.4588200841937855,0.5277404097546565,3.0,1.5599999999999945,1.4615134784020787,0.05782060785767212,2.0,1.0,0.2,0.1,3.640000000000003,1.4099999999999984,0.4,0.2,2.724444444444445,4.871711594673595,4.871711594673595,0.26926147704590836,0.6649999999999983,0.32000000000000206,0.0,0.25,0.875,0.5457142857142874,-0.0035714285714292036,0.8,1.4899999999999989,1.2600000000000027,1.3933333333333309,-0.09666666666666801,0.2348164988632674,0.30643065930496927,0.11594673595323171,0.5199999999999981,0.7319999999999978,3.1599999999999984,1.0600000000000023,48.587,40.951,0.18512504059759663,0.04871711594673596
